ID,Name,Address,Phone Number,International Phone Number,Opening hours,Website,Business status,Rating,Total Reviewers,Google maps URL,Latitude,Longitude
ChIJHbitwmR6VhMRItx6HYv1eHk,Domaine Lepovo,Negotino,02 318 1741,+389 2 318 1741,[],http://www.domainelepovo.com/,OPERATIONAL,4.4,9,https://maps.google.com/?cid=8753015853638409250,41.5176405,22.0342244
ChIJT2v94mKTVRMRvM9IhOUzAvs,Vinarija Jordanov,Local Road MK,070 309 975,+389 70 309 975,[],N/A,OPERATIONAL,0,0,https://maps.google.com/?cid=18087076114333224892,41.9168865,22.4083052
ChIJUa02iv-NVRMR3fS_pctTWzs,Vinika Winery,"Ilindenska 4, Vinica",078 451 456,+389 78 451 456,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",https://www.vinika.mk/,OPERATIONAL,0,0,https://maps.google.com/?cid=4277104405242705117,41.8859178,22.5001307
ChIJT-lIK2zcVRMR0KabE3R2kG4,Imako Vino Winery,"M5X4+MX, 6th km local road Stip-Radovis MK, Sofilari",032 308 703,+389 32 308 703,"['Monday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']",http://www.imakovino.com.mk/,OPERATIONAL,4.5,42,https://maps.google.com/?cid=7966997981735659216,41.7016794,22.1561355
ChIJH3QX5VJwVhMRQz6OKlr6MZY,Winery „Pivka“,107,043 371 416,+389 43 371 416,"['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: Closed']",http://www.winerypivka.com.mk/,OPERATIONAL,5,2,https://maps.google.com/?cid=10822706644715978307,41.49194869999999,22.093001
ChIJY0M7JCp7VhMRKeXKfLyKS8I,Winery „Vardarska dolina“,"G2JC+WW6, Kurija",071 320 867,+389 71 320 867,"['Monday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20094:00\u202fPM']",http://www.vardarskadolina.mk/,OPERATIONAL,0,0,https://maps.google.com/?cid=14000436408763475241,41.53227709999999,22.0222751
ChIJOZD-7GOTVRMRQo_loJeMwIg,Vinarija Jordanov,"Gjorgi Boskov 52 s, Beli",070 309 975,+389 70 309 975,[],N/A,OPERATIONAL,1,1,https://maps.google.com/?cid=9854030567553994562,41.9285061,22.3799723
ChIJX7oSICZwVhMREl3IUDAQoGM,Winery „Sarafov“,"F38M+P87, Negotino",N/A,N/A,[],N/A,OPERATIONAL,4.1,22,https://maps.google.com/?cid=7178755605728353554,41.4667795,22.0833099
ChIJhyaGCVNwVhMRja05LB5JpYo,Winery „Bovin“,"Индустриска, Negotino",043 365 322,+389 43 365 322,"['Monday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",http://www.bovin.mk/,OPERATIONAL,4.8,75,https://maps.google.com/?cid=9990471742331137421,41.4933002,22.0924896
ChIJhzWrOguJVRMRHhDmSQ9205o,Winery DRUM - Винарија ДРУМ,"VJW3+3XG, Dragobrashte",078 350 406,+389 78 350 406,"['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",N/A,OPERATIONAL,0,0,https://maps.google.com/?cid=11156390509963251742,41.8951769,22.6049661
